project,task_id,tier,install_t,end_t,duration_h,end_reason,n_modules,skip_count_at_install,owner_dispatched_during,reserved_mod_h,idle_reserved_mod_h,next_demand_gap_h,n_blocked_topskips_during,modules
dark_factory,729,,2026-04-13T00:03:33.037389+00:00,2026-04-13T00:28:04.427894+00:00,0.4087,used,8,4,0,3.270,1.536,4.622,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;shared/src/shared/cli_invoke.py;shared/src/shared/usage_gate.py;shared/tests/test_cap_retry.py;shared/tests/test_usage_gate_exhaustive.py
dark_factory,769,,2026-04-13T00:29:40.645645+00:00,2026-04-13T05:03:21.063803+00:00,4.5612,lease_expired,7,4,0,31.929,18.245,0.116,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/config.py;orchestrator/src/orchestrator/defaults.yaml;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_config.py;orchestrator/tests/test_steward.py;orchestrator/tests/test_suggestion_triage.py
dark_factory,769,,2026-04-13T05:03:45.264214+00:00,2026-04-13T05:05:24.605450+00:00,0.0276,used,7,4,0,0.193,0.111,0.082,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/config.py;orchestrator/src/orchestrator/defaults.yaml;orchestrator/src/orchestrator/steward.py;orchestrator/tests/test_config.py;orchestrator/tests/test_steward.py;orchestrator/tests/test_suggestion_triage.py
dark_factory,553,,2026-04-12T19:00:53.102172+00:00,2026-04-13T05:05:24.965206+00:00,10.0755,reinstall_anomaly,1,4,1,10.076,0.000,0.589,0,dashboard/src/dashboard/data
dark_factory,791,,2026-04-13T05:17:27.087035+00:00,2026-04-13T05:37:33.528144+00:00,0.3351,used,3,4,0,1.005,0.335,4.825,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_targeted.py;fused-memory/tests/test_task_filter.py
dark_factory,553,,2026-04-13T05:05:24.965206+00:00,2026-04-13T05:40:45.864389+00:00,0.5891,silent_owner_dispatch_then_release,2,16,1,1.178,0.210,0.000,0,dashboard/src/dashboard/data;dashboard/tests/test_burndown_data.py
dark_factory,563,,2026-04-13T05:38:54.872665+00:00,2026-04-13T10:04:10.106581+00:00,4.4209,lease_expired,2,4,0,8.842,0.000,0.608,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_task_filter.py
dark_factory,563,,2026-04-13T10:05:39.479384+00:00,2026-04-13T10:27:01.901593+00:00,0.3562,used,2,4,0,0.712,0.421,0.227,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_task_filter.py
dark_factory,786,,2026-04-13T10:29:23.138505+00:00,2026-04-13T11:08:06.802355+00:00,0.6455,silent_owner_dispatch_then_release,1,4,1,0.645,0.000,0.000,9,fused-memory/src/fused_memory/reconciliation
dark_factory,791,,2026-04-13T10:54:45.001633+00:00,2026-04-13T11:08:06.972847+00:00,0.2228,used,3,4,0,0.668,0.446,4.066,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_targeted.py;fused-memory/tests/test_task_filter.py
dark_factory,803,,2026-04-13T10:44:54.522824+00:00,2026-04-13T11:08:15.639252+00:00,0.3892,used,6,4,0,2.335,1.946,3.917,0,fused-memory/src/fused_memory/backends;fused-memory/src/fused_memory/server;fused-memory/src/fused_memory/utils;fused-memory/tests/test_taskmaster_client.py;fused-memory/tests/test_tools_validation.py;fused-memory/tests/test_validation.py
dark_factory,441,,2026-04-13T11:08:16.643058+00:00,2026-04-13T15:02:52.305942+00:00,3.9099,lease_expired,5,4,0,19.550,0.000,0.007,0,fused-memory/src/fused_memory/backends;fused-memory/tests/test_graphiti_rebuild_pipeline.py;fused-memory/tests/test_rebuild_entity_summaries.py;fused-memory/tests/test_refresh_entity_summary.py;fused-memory/tests/test_stale_summary_named_access_438.py
dark_factory,809,,2026-04-13T15:03:17.415920+00:00,2026-04-13T15:12:05.511377+00:00,0.1467,used,3,4,0,0.440,0.293,0.347,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_agent_loop.py;fused-memory/tests/test_judge.py
dark_factory,441,,2026-04-13T15:13:14.936387+00:00,2026-04-13T15:26:32.939775+00:00,0.2217,used,5,4,0,1.108,0.191,0.105,0,fused-memory/src/fused_memory/backends;fused-memory/tests/test_graphiti_rebuild_pipeline.py;fused-memory/tests/test_rebuild_entity_summaries.py;fused-memory/tests/test_refresh_entity_summary.py;fused-memory/tests/test_stale_summary_named_access_438.py
dark_factory,809,,2026-04-13T15:35:00.944189+00:00,2026-04-13T15:35:02.690643+00:00,0.0005,used,3,4,0,0.001,0.001,0.005,0,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/test_agent_loop.py;fused-memory/tests/test_judge.py
dark_factory,479,,2026-04-13T15:33:22.957041+00:00,2026-04-13T15:35:22.486962+00:00,0.0332,used,4,4,0,0.133,0.071,0.028,4,fused-memory/src/fused_memory/reconciliation;fused-memory/tests/conftest.py;fused-memory/tests/test_stages.py;fused-memory/tests/test_task_filter.py
dark_factory,657,,2026-04-13T15:42:23.084230+00:00,2026-04-13T16:09:34.968567+00:00,0.4533,used,2,4,0,0.907,0.453,0.318,0,fused-memory/src/fused_memory/backends;fused-memory/tests/test_rebuild_entity_summaries.py
dark_factory,716,,2026-04-13T18:15:58.921339+00:00,2026-04-13T18:46:35.698222+00:00,0.5102,used,1,4,0,0.510,0.001,0.308,0,fused-memory/tests/test_rebuild_entity_summaries.py
dark_factory,754,,2026-04-13T18:46:41.789394+00:00,2026-04-13T19:05:05.329135+00:00,0.3065,used,4,4,0,1.226,0.920,0.038,0,fused-memory/src/fused_memory/backends;fused-memory/src/fused_memory/utils;fused-memory/tests/test_async_utils.py;fused-memory/tests/test_rebuild_entity_summaries.py
dark_factory,796,,2026-04-13T19:07:22.916740+00:00,2026-04-13T19:07:36.841425+00:00,0.0039,used,1,4,0,0.004,0.000,0.530,0,fused-memory/tests/test_rebuild_entity_summaries.py
dark_factory,835,medium,2026-04-19T06:27:06.161154+00:00,2026-04-19T06:36:05.776736+00:00,0.1499,used,7,6,0,1.049,0.600,10.973,0,orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/invoke.py;orchestrator/src/orchestrator/steward.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_invoke.py;orchestrator/tests/test_steward.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,841,medium,2026-04-19T07:02:11.988604+00:00,2026-04-19T07:41:06.843133+00:00,0.6486,era_death,10,6,0,6.486,6.486,10.049,0,dashboard/src/dashboard/app.py;dashboard/src/dashboard/data;dashboard/tests/test_app.py;dashboard/tests/test_burndown_data.py;dashboard/tests/test_burndown_page.py;dashboard/tests/test_chart_utils.py;dashboard/tests/test_merge_queue_data.py;dashboard/tests/test_merge_queue_panel.py;dashboard/tests/test_performance.py;dashboard/tests/test_performance_panel.py
dark_factory,842,medium,2026-04-19T17:35:18.535776+00:00,2026-04-19T17:44:04.032980+00:00,0.1460,used,4,6,0,0.584,0.292,0.214,0,dashboard/src/dashboard/app.py;dashboard/src/dashboard/data;dashboard/src/dashboard/templates;dashboard/tests/test_orchestrator_panel.py
dark_factory,844,medium,2026-04-19T17:45:20.508138+00:00,2026-04-19T18:18:12.312225+00:00,0.5477,era_death,6,6,0,3.286,1.643,2.369,0,orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/harness.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,844,medium,2026-04-19T20:42:10.369213+00:00,2026-04-19T20:55:23.415992+00:00,0.2203,era_death,6,6,0,1.322,0.881,0.238,0,orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/harness.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,844,medium,2026-04-20T10:38:53.397138+00:00,2026-04-20T11:09:31.651485+00:00,0.5106,lease_expired,6,6,0,3.064,2.043,1.132,0,orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/harness.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,844,medium,2026-04-20T11:10:50.771612+00:00,2026-04-20T11:41:32.402650+00:00,0.5116,lease_expired,6,6,0,3.069,2.046,0.598,0,orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/harness.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,844,medium,2026-04-20T11:42:49.692212+00:00,2026-04-20T12:05:02.654231+00:00,0.3703,used,6,6,0,2.222,1.481,0.207,0,orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/harness.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,849,medium,2026-04-20T12:05:51.429228+00:00,2026-04-20T12:06:17.973999+00:00,0.0074,used,2,6,0,0.015,0.007,52.177,0,dashboard/src/dashboard/templates;dashboard/tests/test_orchestrator_panel.py
dark_factory,850,medium,2026-04-20T12:06:50.024426+00:00,2026-04-20T12:17:26.803599+00:00,0.1769,used,6,6,0,1.061,0.708,1.307,0,orchestrator/src/orchestrator/config.py;orchestrator/src/orchestrator/defaults.yaml;orchestrator/src/orchestrator/verify.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_verify.py;orchestrator/tests/test_workflow_e2e.py
dark_factory,844,medium,2026-04-20T12:19:15.254951+00:00,2026-04-20T12:44:39.902043+00:00,0.4235,lease_expired,14,6,0,5.929,3.388,1.281,0,fused-memory/config/config.yaml;fused-memory/tests/test_config_schema.py;orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/merge_queue.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_briefing_steward.py;orchestrator/tests/test_merge_queue.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py;skills/merge-queue/SKILL.md;skills/orchestrate/SKILL.md;skills/unblock/SKILL.md
dark_factory,844,medium,2026-04-20T12:46:02.142744+00:00,2026-04-20T13:12:40.774972+00:00,0.4441,lease_expired,14,6,0,6.217,3.553,0.814,0,fused-memory/config/config.yaml;fused-memory/tests/test_config_schema.py;orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/merge_queue.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_briefing_steward.py;orchestrator/tests/test_merge_queue.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py;skills/merge-queue/SKILL.md;skills/orchestrate/SKILL.md;skills/unblock/SKILL.md
dark_factory,844,medium,2026-04-20T13:13:58.839364+00:00,2026-04-20T13:35:51.338033+00:00,0.3646,used,14,6,0,5.104,2.967,0.428,0,fused-memory/config/config.yaml;fused-memory/tests/test_config_schema.py;orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/merge_queue.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_briefing_steward.py;orchestrator/tests/test_merge_queue.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py;skills/merge-queue/SKILL.md;skills/orchestrate/SKILL.md;skills/unblock/SKILL.md
dark_factory,858,medium,2026-04-20T13:36:41.648714+00:00,2026-04-20T14:01:30.564755+00:00,0.4136,used,1,6,0,0.414,0.000,1.089,0,orchestrator/tests/test_merge_queue.py
dark_factory,844,medium,2026-04-20T14:03:18.044077+00:00,2026-04-20T14:40:07.721613+00:00,0.6138,lease_expired,14,6,0,8.593,6.752,0.449,0,fused-memory/config/config.yaml;fused-memory/tests/test_config_schema.py;orchestrator/src/orchestrator/agents;orchestrator/src/orchestrator/evals;orchestrator/src/orchestrator/merge_queue.py;orchestrator/src/orchestrator/scheduler.py;orchestrator/src/orchestrator/workflow.py;orchestrator/tests/test_briefing_steward.py;orchestrator/tests/test_merge_queue.py;orchestrator/tests/test_scheduler.py;orchestrator/tests/test_workflow_e2e.py;skills/merge-queue/SKILL.md;skills/orchestrate/SKILL.md;skills/unblock/SKILL.md
